"","model.name","model.id","firm.id","cdid","id","price","mpd","air","mpg","space","hpwt","trend","share","outshr","y"
"494","ARALFT",31,20,6,1669,12.8906173867979,1.83237288135593,0,1.9,1.1088,0.449814126394052,5,7.18486148202099e-05,0.875309864853929,-1.85738430064586
"495","AD100L",4,7,6,1670,12.4776121143902,1.92881355932203,0,2,1.2972,0.363492690636112,5,0.000155822610666019,0.875309864853929,-1.08322738507984
"496","ADFOX ",14,7,6,1671,9.22629401245697,2.31457627118644,0,2.4,1.0899,0.380673499267936,5,0.000293531331768768,0.875309864853929,-0.449961248448792
"497","BW2002",55,8,6,1672,11.5461534149174,1.73593220338983,0,1.8,1.1088,0.402853545950483,5,0.000217461088182137,0.875309864853929,-0.74992570459912
"498","BW530I",69,8,6,1673,18.6111797769561,1.44661016949153,1,1.5,1.273,0.551724137931034,5,8.90992959456179e-05,0.875309864853929,-1.64219420161212
"499","CPSPCP",101,25,6,1674,7.23508135867841,1.73593220338983,0,1.8,1.1725,0.342220453641066,5,0.000403334142591244,0.875309864853929,-0.132180277867514
"500","DTHLB2",191,2,6,1675,5.70081070841479,2.79677966101695,0,2.9,0.9943,0.409836065573771,5,0.00199135442798953,0.875309864853929,1.46462466907119
"501","DTHL61",188,2,6,1677,7.48464199136734,2.21813559322034,0,2.3,1.0962,0.459290187891441,5,0.000187639934180357,0.875309864853929,-0.89742075152874
"502","DTJHL7",194,2,6,1678,6.67620613899476,2.21813559322034,0,2.3,1.0836,0.40068935803533,5,0.000476477570068247,0.875309864853929,0.0344750155138618
"503","FT128 ",241,17,6,1679,5.93982652563799,1.92881355932203,0,2,0.9796,0.321243523316062,5,0.000277791265409619,0.875309864853929,-0.505075646396827
"504","FT124S",240,17,6,1681,10.1208458577997,1.73593220338983,0,1.8,1.0304,0.394495412844037,5,0.000158088532815408,0.875309864853929,-1.06879042383968
"505","FT131 ",242,17,6,1682,7.78692670138492,1.73593220338983,0,1.8,1.118,0.362105263157895,5,0.000250546249089585,0.875309864853929,-0.608302103625187
"506","HDCIVI",257,3,6,1685,4.79571404760636,2.70033898305085,0,2.8,0.888,0.322981366459627,5,0.00178422486579806,0.875309864853929,1.35479371683503
"507","HDACCO",256,3,6,1686,7.02067011087525,3.66474576271186,0,3.8,1.0432,0.3411941796287,5,0.000251449920422972,0.875309864853929,-0.604701788067397
"508","MZ1600",345,4,6,1688,5.61469471544467,2.02525423728814,0,2.1,1.0458,0.292237442922374,5,8.55115858757519e-05,0.875309864853929,-1.68329376013159
"509","MZRTYE",356,4,6,1689,8.60239243073465,1.73593220338983,0,1.8,1.1151,0.397111913357401,5,0.000136724123978312,0.875309864853929,-1.21398043218046
"510","MB230 ",296,9,6,1690,19.0927263498911,1.63949152542373,0,1.7,1.337,0.383739837398374,5,1.68325645383184e-05,0.875309864853929,-3.30863025863349
"511","MB240D",297,9,6,1691,19.3194398824043,2.21813559322034,0,2.3,1.337,0.201626016260163,5,9.92554827223436e-05,0.875309864853929,-1.53424847463626
"512","MB300D",308,9,6,1692,24.7043256469034,2.12169491525424,1,2.2,1.372,0.227474150664697,5,0.000128725958296242,0.875309864853929,-1.27425984378511
"513","MB280 ",301,9,6,1693,25.1243607962883,1.35016949152542,1,1.4,1.295,0.381791483113069,5,3.70235494051954e-05,0.875309864853929,-2.52039145361923
"514","MB450S",314,9,6,1694,36.3598616750229,1.06084745762712,1,1.1,1.554,0.456273764258555,5,2.28345607078309e-05,0.875309864853929,-3.00367042542972
"515","OP77  ",392,26,6,1695,5.76759453969775,2.12169491525424,0,2.2,1.0206,0.363901018922853,5,0.000141390844595506,0.875309864853929,-1.18041763111029
"516","PG504 ",393,14,6,1697,14.0944838191354,2.60389830508475,0,2.7,1.2012,0.214592274678112,5,0.00012752555906234,0.875309864853929,-1.2836288264703
"517","PSRDST",442,12,6,1698,12.7412325010334,1.92881355932203,0,2,1.053,0.395294117647059,5,4.29041568881336e-05,0.875309864853929,-2.37297691581371
"518","PS911S",426,12,6,1699,24.3317421671143,1.73593220338983,0,1.8,1.0816,0.678185745140389,5,5.79968169188854e-05,0.875309864853929,-2.07155750588121
"519","RNRIZT",473,24,6,1700,6.85195306342358,2.21813559322034,0,2.3,1.131,0.3426939552594,5,2.58962531358744e-05,0.875309864853929,-2.87784734254103
"520","SA99GL",481,11,6,1701,11.4196156293287,2.02525423728814,0,2.1,1.1591,0.411764705882353,5,0.000103463623856923,0.875309864853929,-1.49272554360356
"521","SBDL  ",486,5,6,1702,5.88534497906506,2.79677966101695,0,2.9,0.954,0.285714285714286,5,0.000659922850745866,0.875309864853929,0.360177301165931
"522","TYCORO",503,1,6,1704,5.77813935516348,2.31457627118644,0,2.4,1.0065,0.330396475770925,5,0.00252651668420059,0.875309864853929,1.70265119417862
"523","TYCORO",503,1,6,1705,7.08042406518105,1.92881355932203,0,2,1.1072,0.359848484848485,5,0.000521121631463947,0.875309864853929,0.124037837997922
"524","TYCELI",499,1,6,1706,7.28429049751848,1.92881355932203,0,2,1.1136,0.37328094302554,5,0.00135467076690675,0.875309864853929,1.07936809312491
"525","TYMARK",510,1,6,1707,10.1647825889069,1.44661016949153,0,1.5,1.1895,0.379613356766257,5,6.83013676458687e-05,0.875309864853929,-1.90801584373885
"526","VWBEET",540,7,6,1708,6.14896536570829,2.12169491525424,0,2.2,0.976,0.267441860465116,5,0.000364287448409808,0.875309864853929,-0.234002384786272
"527","VWDASH",542,7,6,1709,9.27023074356418,2.31457627118644,0,2.4,1.1072,0.357142857142857,5,0.000373809716489979,0.875309864853929,-0.208198745708953
"528","VWRABB",549,7,6,1710,7.09096888064678,2.79677966101695,0,2.9,0.9984,0.379273504273504,5,0.00151137007364247,0.875309864853929,1.18882621775602
"529","VWSCIR",550,7,6,1711,8.77813935516347,2.79677966101695,0,2.9,0.9984,0.36654620547238,5,0.000208060208788541,0.875309864853929,-0.794118131068915
"530","VV244 ",522,6,6,1712,11.5900901460246,1.63949152542373,0,1.7,1.2931,0.336963921034717,5,0.000129144074883332,0.875309864853929,-1.27101699351401
"531","VV264 ",524,6,6,1713,14.8501955941793,1.44661016949153,0,1.5,1.2931,0.391332470892626,5,9.80820587521243e-05,0.875309864853929,-1.54614117170554
"532","AMGREM",23,15,7,855,5.35931645354115,1.97916018662519,0,2.1,1.1857,0.31201248049922,6,0.000500736551361305,0.877889175325529,0.0811920762448093
"533","AMHORN",24,15,7,857,5.69099962185798,1.69642301710731,0,1.8,1.3206,0.28995057660626,6,0.00103027752203078,0.877889175325529,0.802695442847821
"534","AMPACE",27,15,7,859,6.02103262515831,1.69642301710731,0,1.8,1.309,0.278833967046895,6,0.000594844140470867,0.877889175325529,0.253411381494034
"535","AMMATA",26,15,7,860,7.5061811400098,1.41368584758942,0,1.5,1.6848,0.26393751683275,6,0.000293634091805866,0.877889175325529,-0.452553634444206
"536","BKSKYH",52,19,7,862,6.56888741063686,1.69642301710731,0,1.8,1.188,0.374331550802139,6,0.000327134026042352,0.877889175325529,-0.344518088450316
"537","BKSKYL",53,19,7,863,6.3114616680626,1.50793157076205,0,1.6,1.4673,0.318567961165049,6,0.00127839010916743,0.877889175325529,1.01846879714947
"538","BKCENT",38,19,7,865,7.20090061195699,1.50793157076205,0,1.6,1.6906,0.284398699891658,6,0.00367824542943575,0.877889175325529,2.07530309103666
"539","BKLSAB",45,19,7,870,8.4038709089867,1.60217729393468,0,1.7,1.6863,0.299657534246575,6,0.00246638169143759,0.877889175325529,1.67561941240315
"540","BKELCT",41,19,7,873,11.3296134832441,1.3194401244168,0,1.4,1.7394,0.406397482957525,6,0.00179325266342233,0.877889175325529,1.35689833930564
"541","BKRIVE",50,19,7,874,12.1414946713629,1.41368584758942,0,1.5,1.7082,0.409619450317125,6,0.000273694594239116,0.877889175325529,-0.522875175776127
"542","CDSEVI",93,19,7,875,22.0441349353893,1.3194401244168,1,1.4,1.4688,0.429389312977099,6,0.0005874917795607,0.877889175325529,0.240974212734754
"543","CDELDR",91,19,7,877,18.4599765195478,1.03670295489891,1,1.1,1.8,0.363269424823411,6,0.000609601473102723,0.877889175325529,0.277917379928047
"544","CVCHEV",135,19,7,879,4.94842536443224,2.63888024883359,0,2.8,0.9858,0.30031612223393,6,0.00258079705379455,0.877889175325529,1.72096552483562
"545","CVVEGA",150,19,7,880,5.36096661855765,2.26189735614308,0,2.4,1.1616,0.341602277348516,6,0.00097084045771406,0.877889175325529,0.743274106648276
"546","CVNOVA",146,19,7,881,5.82796331822762,1.79066874027994,0,1.9,1.4381,0.346565847511027,6,0.00410541891358674,0.877889175325529,2.18517502532608
"547","CVMONZ",145,19,7,883,5.87416793868967,2.26189735614308,0,2.4,1.188,0.325581395348837,6,0.0010971064053663,0.877889175325529,0.865543411310401
"548","CVMALI",142,19,7,885,6.49297981987778,1.69642301710731,0,1.8,1.617,0.303197353914002,6,0.00389573852426674,0.877889175325529,2.13275050766705
"549","CVCAMA",130,19,7,888,6.78670919281508,1.69642301710731,0,1.8,1.47,0.326506381715643,6,0.00274248323030383,0.877889175325529,1.78173103643421
"550","CVMNTC",143,19,7,890,8.19760028192399,1.50793157076205,0,1.6,1.6692,0.376427829698858,6,0.00487735104563988,0.877889175325529,2.35746949200291
"551","CVCORV",139,19,7,896,14.2702075426501,1.3194401244168,0,1.4,1.2834,0.522041763341067,6,0.000559923714323293,0.877889175325529,0.192912509078555
"552","CRLEBA",119,16,7,897,8.62004252614841,1.22519440124417,0,1.3,1.5111,0.407303370786517,6,0.000921175851637511,0.877889175325529,0.69076291262649
"553","CRCORD",107,16,7,898,8.94017453934973,1.03670295489891,0,1.1,1.677,0.469715698393078,6,0.00187582533210575,0.877889175325529,1.40191597772949
"554","DGCOLT",159,16,7,901,5.64644516641244,2.73312597200622,0,2.9,1.1008,0.401937046004843,6,0.000929619886886755,0.877889175325529,0.699887737870728
"555","DGASPE",155,16,7,904,5.99132965486128,1.88491446345257,0,2,1.4746,0.309119010819165,6,0.00318441404708668,0.877889175325529,1.93113553747541
"556","DGMONA",169,16,7,907,6.58043856575237,1.60217729393468,0,1.7,1.7082,0.300957592339261,6,0.00120751019334473,0.877889175325529,0.961427786235896
"557","DGCHRG",158,16,7,910,8.4121217340692,1.22519440124417,0,1.3,1.6848,0.372272143774069,6,0.00038273050111798,0.877889175325529,-0.187556951880955
"558","DGDIPL",164,16,7,911,8.41707222911871,1.41368584758942,0,1.5,1.5111,0.407303370786517,6,0.000527055109825069,0.877889175325529,0.132417074848547
"559","FDPINT",229,18,7,912,5.1134418660824,2.45038880248834,0,2.6,1.183,0.384781668828361,6,0.00290378797842957,0.877889175325529,1.8388833221481
"560","FDMAVE",226,18,7,915,5.60189071096689,1.97916018662519,0,2.1,1.3277,0.332525112573606,6,0.00220756280415625,0.877889175325529,1.56475634147876
"561","FDMSTG",227,18,7,917,6.1084913710329,2.16765163297045,0,2.3,1.2425,0.338789493719071,6,0.00224462712087334,0.877889175325529,1.58140665228061
"562","FDGRNA",221,18,7,919,6.79496001789759,1.97916018662519,0,2.1,1.4652,0.302457466918715,6,0.00467165592529265,0.877889175325529,2.31438083472006
"563","FDLTD ",222,18,7,921,8.93522404430023,1.22519440124417,0,1.3,1.808,0.373247033441208,6,0.00500459029330527,0.877889175325529,2.38322278797062
"564","FDLTDI",225,18,7,922,8.03588411030683,1.3194401244168,0,1.4,1.716,0.412397540983607,6,0.00268212547678548,0.877889175325529,1.75947680658075
"565","FDTHNB",235,18,7,923,8.35436595849165,1.41368584758942,0,1.5,1.7064,0.332736114665984,6,0.00427664079968434,0.877889175325529,2.22603507957667
"566","LCVERS",283,18,7,924,18.9764781697128,1.50793157076205,1,1.6,1.5075,0.27,6,0.000177429961857162,0.877889175325529,-0.956312090987105
"567","LCCONT",277,18,7,925,15.9005705789537,1.22519440124417,1,1.3,1.864,0.366803278688525,6,0.00122300407733789,0.877889175325529,0.974177428615223
"568","LCMARK",278,18,7,926,18.8048610079966,1.22519440124417,1,1.3,1.848,0.384780739466896,6,0.000983914244377219,0.877889175325529,0.756650702282758
"569","MCBOBC",317,18,7,927,5.67284780667647,3.48709175738725,0,3.7,1.183,0.375685943436049,6,0.00046667105090096,0.877889175325529,0.0107365807303204
"570","MCCOME",320,18,7,930,5.96822734463026,1.60217729393468,0,1.7,1.3987,0.446982055464927,6,0.000555491253452585,0.877889175325529,0.184964822647281
"571","MCMONA",329,18,7,932,6.85436595849165,1.97916018662519,0,2.1,1.4652,0.302552789158525,6,0.000140497172168881,0.877889175325529,-1.18970067928919
"572","MCCOUG",321,18,7,934,7.97317783967976,1.41368584758942,0,1.5,1.6848,0.333932699717442,6,0.00240676048928055,0.877889175325529,1.65114888597593
"573","MCMARQ",327,18,7,935,9.06888741063686,1.22519440124417,0,1.3,1.832,0.399907535829866,6,0.00184940155201894,0.877889175325529,1.38772933939596
"574","ODSTRF",382,19,7,936,6.27350787268307,2.26189735614308,0,2.4,1.188,0.31437125748503,6,0.00025147967907405,0.877889175325529,-0.607525853583514
"575","ODOMEG",380,19,7,939,6.26525704760056,1.50793157076205,0,1.6,1.46,0.332068311195446,6,0.000680310403787978,0.877889175325529,0.387661129226836
"576","ODCUTL",376,19,7,941,7.23885440733653,1.50793157076205,0,1.6,1.6632,0.290215588723051,6,0.00694382480599763,0.877889175325529,2.71071998552232
"577","ODDELT",377,19,7,944,8.58868939083488,1.60217729393468,0,1.7,1.6786,0.30241935483871,6,0.00297168223069841,0.877889175325529,1.86199543814248
"578","OD98  ",370,19,7,947,11.197600281924,1.50793157076205,0,1.6,1.7017,0.446545836616759,6,0.00162391161383664,0.877889175325529,1.25770505331453
"579","ODTORN",385,19,7,948,13.4220227241682,1.22519440124417,0,1.3,1.824,0.431592576607682,6,0.000379587005129554,0.877889175325529,-0.195804207861044
"580","PLARRO",404,16,7,949,5.57548807070287,2.45038880248834,0,2.6,1.0688,0.393364928909953,6,0.000622714717874523,0.877889175325529,0.299200456228695
"581","PLVOLA",422,16,7,951,5.97152767466326,1.88491446345257,0,2,1.4746,0.309119010819165,6,0.00400243325003288,0.877889175325529,2.15976972671463
"582","PLFURY",410,16,7,954,6.5078313050263,1.60217729393468,0,1.7,1.7082,0.300957592339261,6,0.00121078521636196,0.877889175325529,0.964136326314389
"583","PLGRNF",412,16,7,957,7.71740226212201,1.22519440124417,0,1.3,1.784,0.349819059107358,6,0.000416835459686966,0.877889175325529,-0.102196478103774
"584","PTASTR",447,19,7,958,5.45337585948174,2.26189735614308,0,2.4,1.1748,0.338709677419355,6,0.00037739050374852,0.877889175325529,-0.201607570629255
"585","PTSUNB",464,19,7,959,6.03753427532333,2.45038880248834,0,2.6,1.1748,0.326821938392186,6,0.000812705510982507,0.877889175325529,0.565480777866119
"586","PTPHOE",462,19,7,961,6.80156067796359,1.60217729393468,0,1.7,1.4616,0.320610687022901,6,0.000953834012889649,0.877889175325529,0.725601624679881
"587","PTLEMA",459,19,7,966,6.75535605750155,1.50793157076205,0,1.6,1.6224,0.288620120945574,6,0.000960949625147968,0.877889175325529,0.733033947446931
"588","PTFIRB",452,19,7,969,7.04578510040584,1.50793157076205,0,1.6,1.4381,0.321691176470588,6,0.00181253452584506,0.877889175325529,1.36759339434095
"589","PTGRNP",457,19,7,975,8.44842536443224,1.50793157076205,0,1.6,1.7082,0.354889589905363,6,0.00310184137840326,0.877889175325529,1.90486316621395
"590","ARSPOR",36,20,7,1714,12.5325837802738,1.79066874027994,0,1.9,1.1072,0.41635687732342,6,7.24056293568328e-05,0.877889175325529,-1.85260399103213
"591","AD100L",4,7,7,1715,11.7982603479306,1.69642301710731,0,1.8,1.2972,0.369626355966252,6,0.000101039063527555,0.877889175325529,-1.51938083128306
"592","ADFOX ",14,7,7,1716,9.15634615651145,2.26189735614308,0,2.4,1.0899,0.378640776699029,6,0.000306208075759569,0.877889175325529,-0.410623183939625
"593","BW320I",57,8,7,1717,13.184398961792,1.88491446345257,0,2,1.1392,0.415094339622642,6,0.000256727607523346,0.877889175325529,-0.586872411042295
"594","BW530I",69,8,7,1718,20.6183923611319,1.3194401244168,0,1.4,1.273,0.511627906976744,6,9.52124161515191e-05,0.877889175325529,-1.57877768589576
"595","CPSPOR",102,8,7,1719,7.21575209710551,1.69642301710731,0,1.8,1.1725,0.366096299243932,6,0.000295383401288965,0.877889175325529,-0.446613863056422
"596","DTB210",184,2,7,1721,5.87251777367316,2.73312597200622,0,2.9,0.9943,0.416883793642522,6,0.00227911350782586,0.877889175325529,1.59665379303572
"597","DTHL71",189,2,7,1722,6.92862338423422,2.16765163297045,0,2.3,1.0836,0.399313009875483,6,0.000318190188083651,0.877889175325529,-0.372238761209646
"598","DTF10S",186,2,7,1723,6.02103262515831,2.73312597200622,0,2.9,0.948,0.383141762452107,6,0.000496803893200053,0.877889175325529,0.0733073261940538
"599","DTG810",187,2,7,1724,9.07383790568637,1.60217729393468,0,1.7,1.1895,0.458540313335881,6,0.000371484940155202,0.877889175325529,-0.217379715552669
"600","HDCIVI",257,3,7,1725,4.58538906080188,2.63888024883359,0,2.8,0.888,0.322981366459627,6,0.00194197027489149,0.877889175325529,1.43657030134452
"601","HDACCO",256,3,7,1728,6.83951447334313,3.58133748055988,0,3.8,1.0432,0.348182283666155,6,0.00099940812837038,0.877889175325529,0.7722751911788
"602","FT128 ",241,17,7,1729,5.67944846674247,2.16765163297045,0,2.3,0.9796,0.321243523316062,6,0.000220071024595554,0.877889175325529,-0.740937707626816
"603","FT131 ",242,17,7,1731,7.53093361525732,1.79066874027994,0,1.9,1.118,0.362105263157895,6,0.000300355122977772,0.877889175325529,-0.429922523104755
"604","FTSPID",245,17,7,1732,10.0903395558514,1.69642301710731,0,1.8,1.0304,0.394495412844037,6,0.000170130211758516,0.877889175325529,-0.998323945568776
"605","MB230 ",296,9,7,1736,21.2603065525511,1.60217729393468,0,1.7,1.337,0.384364820846906,6,5.48862291200842e-05,0.877889175325529,-2.12962555959735
"606","MB240D",297,9,7,1737,21.0391844403398,2.35614307931571,0,2.5,1.337,0.201298701298701,6,0.000138734709982901,0.877889175325529,-1.20232449271573
"607","MB300D",308,9,7,1738,27.3758181037062,2.16765163297045,1,2.3,1.337,0.227474150664697,6,0.000152821254767855,0.877889175325529,-1.10561907200604
"608","MB280E",303,9,7,1739,28.240504572353,1.3194401244168,1,1.4,1.3561,0.402349486049927,6,5.48862291200842e-05,0.877889175325529,-2.12962555959735
"609","MB450S",314,9,7,1740,41.6513956614619,1.22519440124417,1,1.3,1.554,0.45859872611465,6,8.66237011705906e-05,0.877889175325529,-1.6733145772526
"610","PGSL50",402,14,7,1742,12.1447950013959,2.63888024883359,0,2.8,1.1682,0.291390728476821,6,4.50874654741549e-05,0.877889175325529,-2.32628376047124
"611","PG504D",394,14,7,1743,14.2900095228481,2.63888024883359,0,2.8,1.2078,0.226837060702875,6,6.46323819544916e-05,0.877889175325529,-1.96617248710778
"612","PSCOUP",440,12,7,1744,15.5028808099768,1.60217729393468,0,1.7,1.1457,0.405290102389078,6,0.000179797448375641,0.877889175325529,-0.94305711047091
"613","PSCP91",441,12,7,1745,24.743804902386,1.41368584758942,0,1.5,1.0816,0.678185745140389,6,7.5088780744443e-05,0.877889175325529,-1.81621688422465
"614","RNLECA",470,24,7,1746,5.51938246014181,2.35614307931571,0,2.5,0.852,0.337647720877884,6,0.000134262791003551,0.877889175325529,-1.23508903460433
"615","RNGTL ",469,24,7,1747,7.34281480337614,2.07340590979782,0,2.2,1.131,0.338028169014085,6,2.0386689464685e-05,0.877889175325529,-3.12000583027561
"616","SA99GL",481,11,7,1748,11.3824187637722,1.69642301710731,0,1.8,1.1591,0.393258426966292,6,2.42141260028936e-05,0.877889175325529,-2.94795185895583
"617","SBDL  ",486,5,7,1749,5.77350787268307,2.63888024883359,0,2.8,0.948,0.330049261083744,6,0.00106309351571748,0.877889175325529,0.834050306917633
"618","TYCORO",503,1,7,1751,5.61509203109891,3.39284603421462,0,3.6,1.023,0.282238442822384,6,0.00341107457582533,0.877889175325529,1.99989460456305
"619","VWRABB",549,7,7,1753,7.11839236113191,3.6755832037325,0,3.9,0.9984,0.211453744493392,6,0.00216632908062607,0.877889175325529,1.54590130518577
"620","TYCORO",503,1,7,1754,7.14314483637944,1.97916018662519,0,2.1,1.1072,0.359848484848485,6,0.000661041694068131,0.877889175325529,0.358928874172736
"621","TYCELI",499,1,7,1755,7.39066958885468,1.97916018662519,0,2.1,1.1136,0.375494071146245,6,0.00215328159936867,0.877889175325529,1.53986024181038
"622","VWBEET",540,7,7,1756,6.1035408759834,2.16765163297045,0,2.3,0.976,0.241469816272966,6,0.000253123766934105,0.877889175325529,-0.601009474471059
"623","VWDASH",542,7,7,1758,9.07383790568637,2.26189735614308,0,2.4,1.1072,0.364485981308411,6,0.000340089438379587,0.877889175325529,-0.305679403873397
"624","VWSCIR",550,7,7,1759,8.73720424232003,2.73312597200622,0,2.9,0.9984,0.376059322033898,6,0.000326002893594634,0.877889175325529,-0.347981783564087
"625","VV244 ",522,6,7,1760,11.3774682687227,1.69642301710731,0,1.8,1.2931,0.343630683790351,6,0.00014820465605682,0.877889175325529,-1.13629391119264
"626","VVGL26",535,6,7,1761,16.2454550674025,1.41368584758942,0,1.5,1.2931,0.3886925795053,6,0.000124003682756807,0.877889175325529,-1.31457677613288
"627","AMGREM",23,15,8,976,5.81093017319532,2.14089552238806,0,2.2,1.2024,0.312989045383412,7,0.000315711884132937,0.877832341911289,-0.379993261532403
"628","AMCONC",19,15,8,978,5.90295471307263,1.94626865671642,0,2,1.3248,0.290416263310745,7,0.00150062071641019,0.877832341911289,1.17881081229309
"629","AMPACE",27,15,8,980,6.20816943699901,1.75164179104478,0,1.8,1.3321,0.281513919299343,7,0.000269119358593043,0.877832341911289,-0.539668306708737
"630","AMMATA",26,15,8,984,7.43669704436097,1.55701492537313,0,1.6,1.6425,0.322754168908015,7,0.000122475106685633,0.877832341911289,-1.32691550153605
"631","BKSKYH",52,19,8,986,6.35847618546526,1.55701492537313,0,1.6,1.188,0.392083644510829,7,0.000287352903142377,0.877832341911289,-0.474112212080749
"632","BKSKYL",53,19,8,987,6.31859888485177,1.75164179104478,0,1.8,1.4673,0.324675324675325,7,0.0012661968188284,0.877832341911289,1.00894975558879
"633","BKCNTS",39,19,8,989,6.9320958173671,1.8489552238806,0,1.9,1.4308,0.348374253483743,7,0.00418150782361309,0.877832341911289,2.20360388368498
"634","BKLSAB",45,19,8,994,8.49037802595606,1.65432835820896,0,1.7,1.7082,0.305321314335563,7,0.00246235613604035,0.877832341911289,1.67405064928587
"635","BKELCT",41,19,8,997,11.3968197437475,1.45970149253731,0,1.5,1.7394,0.415549597855228,7,0.00157383938962886,0.877832341911289,1.22645008400387
"636","BKRIVE",50,19,8,998,14.1468197437475,1.45970149253731,0,1.5,1.7082,0.418805728181573,7,0.000333027285658865,0.877832341911289,-0.32659887460206
"637","CDSEVI",93,19,8,999,22.5609301731953,1.36238805970149,1,1.4,1.4688,0.406795884182819,7,0.000720561231087547,0.877832341911289,0.445207095847795
"638","CDELDR",91,19,8,1002,19.0195191302505,0.973134328358209,1,1,1.792,0.366897676314717,7,0.000598305961463856,0.877832341911289,0.259278964209583
"639","CVCHEV",135,19,8,1004,5.77258661491312,2.91940298507463,0,3,1.0106,0.30958230958231,7,0.00319524117418854,0.877832341911289,1.93459454870063
"640","CVNOVA",146,19,8,1005,5.79252526521986,1.75164179104478,0,1.8,1.4381,0.34667507091081,7,0.00320980214664425,0.877832341911289,1.93914127752382
"641","CVMONZ",145,19,8,1007,5.57013262718305,1.8489552238806,0,1.9,1.1748,0.334821428571429,7,0.00204483382904436,0.877832341911289,1.48824850784313
"642","CVMALI",142,19,8,1010,6.56246391552661,1.8489552238806,0,1.9,1.3896,0.316034597471723,7,0.00483801888012414,0.877832341911289,2.34943729348584
"643","CVCAMA",130,19,8,1013,6.76951913025054,1.75164179104478,0,1.8,1.485,0.333333333333333,7,0.00336481313849735,0.877832341911289,1.98630440948855
"644","CVMNTC",143,19,8,1015,7.33853753515851,1.55701492537313,0,1.6,1.4472,0.345394736842105,7,0.00459146514935989,0.877832341911289,2.29713115663199
"645","CVCORV",139,19,8,1023,14.7925252652199,1.36238805970149,0,1.4,1.2834,0.543957659511908,7,0.000546320962110436,0.877832341911289,0.168383345584973
"646","CRLEBA",119,16,8,1024,7.76031667626281,1.65432835820896,0,1.7,1.5318,0.323529411764706,7,0.0016236648131385,0.877832341911289,1.25761780342719
"647","CRCORD",107,16,8,1026,8.91215716706036,1.36238805970149,0,1.4,1.6848,0.385572139303483,7,0.00136353291090133,0.877832341911289,1.08301103892783
"648","CRNEWP",121,16,8,1027,9.03025532656956,1.07044776119403,0,1.1,1.824,0.426008968609865,7,0.000877951635846373,0.877832341911289,0.642768207519275
"649","DGOMNI",170,16,8,1029,6.09773998914624,2.43283582089552,0,2.5,1.1055,0.34965034965035,7,0.00115733867839131,0.877832341911289,0.919055105385935
"650","DGCOLT",159,16,8,1030,6.37688109344072,3.30865671641791,0,3.4,0.9943,0.37914691943128,7,0.000569843527738265,0.877832341911289,0.210538510261987
"651","DGASPE",155,16,8,1033,5.9980467376125,1.94626865671642,0,2,1.4948,0.31496062992126,7,0.00203424285529549,0.877832341911289,1.48305566722366
"652","DGMONA",169,16,8,1036,6.66215716706036,1.65432835820896,0,1.7,1.7004,0.302613480055021,7,0.000486150265097634,0.877832341911289,0.0516944634143934
"653","DGCHLN",157,16,8,1040,9.28025532656956,2.82208955223881,0,2.9,1.2144,0.328542094455852,7,0.000230505625242467,0.877832341911289,-0.69454803347965
"654","DGDIPL",164,16,8,1041,7.95510195233643,1.65432835820896,0,1.7,1.5318,0.317460317460317,7,0.000784378637010216,0.877832341911289,0.530068558993969
"655","FDFIES",216,18,8,1043,6.35080747380882,3.30865671641791,0,3.4,0.9176,0.391923990498812,7,0.000984676063623432,0.877832341911289,0.757489417523645
"656","FDPINT",229,18,8,1044,4.8139976578579,2.43283582089552,0,2.5,1.19,0.37914691943128,7,0.00217095564463985,0.877832341911289,1.54809943868538
"657","FDFRMO",217,18,8,1047,5.68976452902355,2.23820895522388,0,2.3,1.3774,0.337164750957854,7,0.00524738135264451,0.877832341911289,2.43066114103489
"658","FDMUST",228,18,8,1050,5.86461115479042,2.23820895522388,0,2.3,1.2425,0.337423312883436,7,0.00258321479374111,0.877832341911289,1.72196664619151
"659","FDGRNA",221,18,8,1053,6.73270931429962,2.04358208955224,0,2.1,1.4652,0.310698270339526,7,0.00283235484288116,0.877832341911289,1.81404044445084
"660","FDLTDI",225,18,8,1055,8.00878293393152,1.45970149253731,0,1.5,1.738,0.346074380165289,7,0.0017968058968059,0.877832341911289,1.35894256567524
"661","FDTHNB",235,18,8,1057,8.4320958173671,1.45970149253731,0,1.5,1.7064,0.342974148963399,7,0.00393676451571188,0.877832341911289,2.14329117588485
"662","LCVERS",283,18,8,1058,19.2158381486554,1.55701492537313,1,1.6,1.5075,0.353817504655493,7,0.000203633777317988,0.877832341911289,-0.818500128841738
"663","LCCONT",277,18,8,1059,15.9443657560174,1.26507462686567,1,1.3,1.864,0.356223175965665,7,0.00125448079658606,0.877832341911289,0.999653757924404
"664","LCMARK",278,18,8,1060,18.8922185167536,1.26507462686567,1,1.3,1.848,0.363477118458507,7,0.000979322384585542,0.877832341911289,0.752037588065088
"665","MCBOBC",317,18,8,1061,5.87381360877815,2.43283582089552,0,2.5,1.19,0.368354960234408,7,0.00039054700633648,0.877832341911289,-0.167274963364614
"666","MCZEPH",336,18,8,1064,5.92442710571066,2.23820895522388,0,2.3,1.3968,0.336648814078041,7,0.0015618905987327,0.877832341911289,1.21882898858195
"667","MCMONA",329,18,8,1068,6.83547005049594,2.04358208955224,0,2.1,1.4652,0.312701482914249,7,0.00101931979826717,0.877832341911289,0.792067519240163
